survey,cy_var,country_var,cc_origin,cc_dict,cc_match,year,year_var,year_dict,wt,archive,surv_program,file_id,subfile,data_link,cb_link,read_ascii_args,link,citation
norcs2017_8,,Norway,,,,2017,,,,misc,nsd,norcs2017_8,,,,,https://search.nsd.no/en/series/ed271b1c-2595-47e4-8c97-3fcc00f02368,
norcs2017_9,,Norway,,,,2017,,,,misc,nsd,norcs2017_9,,,,,https://search.nsd.no/en/series/ed271b1c-2595-47e4-8c97-3fcc00f02368,
norcs2017_10,,Norway,,,,2017,,,,misc,nsd,norcs2017_10,,,,,https://search.nsd.no/en/series/ed271b1c-2595-47e4-8c97-3fcc00f02368,
norcs2018_11,,Norway,,,,2018,,,,misc,nsd,norcs2018_11,,,,,https://search.nsd.no/en/series/ed271b1c-2595-47e4-8c97-3fcc00f02368,
norcs2018_12,,Norway,,,,2018,,,,misc,nsd,norcs2018_12,,,,,https://search.nsd.no/en/series/ed271b1c-2595-47e4-8c97-3fcc00f02368,
norcs2018_13,,Norway,,,,2018,,,,misc,nsd,norcs2018_13,,,,,https://search.nsd.no/en/series/ed271b1c-2595-47e4-8c97-3fcc00f02368,
norcs2019_14,,Norway,,,,2019,,,,misc,nsd,norcs2019_14,,,,,https://search.nsd.no/en/series/ed271b1c-2595-47e4-8c97-3fcc00f02368,
norcs2019_15,,Norway,,,,2019,,,,misc,nsd,norcs2019_15,,,,,https://search.nsd.no/en/series/ed271b1c-2595-47e4-8c97-3fcc00f02368,
norcs2019_16,,Norway,,,,2019,,,,misc,nsd,norcs2019_16,,,,,https://search.nsd.no/en/series/ed271b1c-2595-47e4-8c97-3fcc00f02368,
norcs2020_17,,Norway,,,,2020,,,,misc,nsd,norcs2020_17,,,,,https://search.nsd.no/en/series/ed271b1c-2595-47e4-8c97-3fcc00f02368,
norcs2020_18,,Norway,,,,2020,,,,misc,nsd,norcs2020_18,,,,,https://search.nsd.no/en/series/ed271b1c-2595-47e4-8c97-3fcc00f02368,
norcs2020_19,,Norway,,,,2020,,,,misc,nsd,norcs2020_19,,,,,https://search.nsd.no/en/series/ed271b1c-2595-47e4-8c97-3fcc00f02368,
norcs2021_20,,Norway,,,,2021,,,,misc,nsd,norcs2021_20,,,,,https://search.nsd.no/en/series/ed271b1c-2595-47e4-8c97-3fcc00f02368,
norcs2021_21,,Norway,,,,2021,,,,misc,nsd,norcs2021_21,,,,,https://search.nsd.no/en/series/ed271b1c-2595-47e4-8c97-3fcc00f02368,
nzes1993,,New Zealand,,,,1993,,,,dataverse,nzes,nzes1993,,https://dataverse.ada.edu.au/dataset.xhtml?persistentId=doi:10.26193/9ODFXU,,,,"Vowles, Jack; Aimer, Peter; Catt, Helena; Miller, Raymond; Lamare, Jim, 2019, ``1993 New Zealand Election Study"", doi:10.26193/9ODFXU, ADA Dataverse, V6"
nzes1996,,New Zealand,,,,1996,,,,dataverse,nzes,nzes1996,,https://dataverse.ada.edu.au/dataset.xhtml?persistentId=doi:10.26193/O0LRZZ,,,,"Vowles, Jack; Banducci, Susan; Karp, Jeffrey; Aimer, Peter; Catt, Helena; Miller, Raymond; Denmark, D, 2019, ``1996 New Zealand Election Study"", doi:10.26193/O0LRZZ, ADA Dataverse, V6"
nzes1999,,New Zealand,,,,1999,,,,dataverse,nzes,nzes1999,,https://dataverse.ada.edu.au/dataset.xhtml?persistentId=doi:10.26193/UNGIXJ,,,,"Vowles, Jack; Banducci, Susan; Karp, Jeffrey; Aimer, Peter; Miller, Raymond; Sullivan, Ann, 2019, ``1999 New Zealand Election Study"", doi:10.26193/UNGIXJ, ADA Dataverse, V6"
nzes2002,,New Zealand,,,,2002,,,,dataverse,nzes,nzes2002,,https://dataverse.ada.edu.au/dataset.xhtml?persistentId=doi:10.26193/9DE0X4,,,,"Vowles, Jack; Banducci, Susan; Karp, Jeffrey; Aimer, Peter; Miller, Raymond, 2019, ``2002 New Zealand Election Study"", doi:10.26193/9DE0X4, ADA Dataverse, V6"
nzes2005,,New Zealand,,,,2005,,,,dataverse,nzes,nzes2005,,https://dataverse.ada.edu.au/dataset.xhtml?persistentId=doi:10.26193/WJ8DGC,,,,"Vowles, Jack; Banducci, Susan; Karp, Jeffrey; Miller, Raymond; Sullivan, Ann, 2022, ``2005 New Zealand Election Study"", doi:10.26193/WJ8DGC, ADA Dataverse, V3"
nzes2008,,New Zealand,,,,2008,,,,dataverse,nzes,nzes2008,,https://dataverse.ada.edu.au/dataset.xhtml?persistentId=doi:10.26193/6CVEYM,,,,"Vowles, Jack; Banducci, Susan; Karp, Jeffrey; Miller, Raymond; Sullivan, Ann; Curtin, Jennifer, 2022, ``2008 New Zealand Election Study"", doi:10.26193/6CVEYM, ADA Dataverse, V3"
nzes2011,,New Zealand,,,,2011,,,wt2,dataverse,nzes,nzes2011,,https://dataverse.ada.edu.au/dataset.xhtml?persistentId=doi:10.26193/YZDMF3,,,,"Vowles, Jack; Cotterell, Gerard; Miller, Raymond; Curtin, Jennifer, 2022, ``2011 New Zealand Election Study"", doi:10.26193/YZDMF3, ADA Dataverse, V3"
nzes2014,,New Zealand,,,,2014,,,ddemwt,dataverse,nzes,nzes2014,,https://dataverse.ada.edu.au/dataset.xhtml?persistentId=doi:10.26193/MF9DNL,,,,"Vowles, Jack; Coffé, Hilde; Curtin, Jennifer; Cotterell, Gerard, 2022, ``2014 New Zealand Election Study"", doi:10.26193/MF9DNL, ADA Dataverse, V3"
nzes2017,,New Zealand,,,,2017,,,weight1,dataverse,nzes,nzes2017,,https://dataverse.ada.edu.au/dataset.xhtml?persistentId=doi:10.26193/28JJFB,,,,"Vowles, Jack; McMillan, Kate; Barker, Fiona; Curtin, Jennifer; Hayward, Janine; Greaves, Lara; Crothers, Charles, 2022, ``2017 New Zealand Election Study"", doi:10.26193/28JJFB, ADA Dataverse, V3"
nzes2020,,New Zealand,,,,2020,,,lwt1,dataverse,nzes,nzes2020,,https://dataverse.ada.edu.au/dataset.xhtml?persistentId=doi:10.26193/BPAMYJ,,,,"Vowles, Jack; Barker, Fiona; Krewel, Mona; Hayward, Janine; Curtin, Jennifer; Greaves, Lara; Oldfield, Luke, 2022, ``2020 New Zealand Election Study"", doi:10.26193/BPAMYJ, ADA Dataverse, V3"
pa_w1,,v4,,,,,,"tibble(orig=c(""britain"",  ""germany"",  ""netherlands"",  ""austria"", ""usa"", ""italy"",  ""switzerland"",  ""finland""), year=c(""1973"",""1974"",""1974"", ""1974"",""1974"",""1975"", ""1976"",""1975""))",,gesis,pa,ZA0765,,,,,,
pa_w2,,v1003,,"tibble(orig = c(""GERMANY, PAN"", ""GERMANY, CRS"", ""NETHERLANDS, PAN"", ""NETHERLANDS, CRS"",   ""USA, PAN"",  ""USA, CRS""), dest = c(""Germany"", ""Germany"", ""Netherlands"", ""Netherlands"", ""United States"",""United States""))",,,,"tibble(orig=c(""GERMANY, PAN"",   ""GERMANY, CRS"", ""NETHERLANDS, PAN"", ""NETHERLANDS, CRS"",   ""USA, PAN"" ,  ""USA, CRS"" ), year=c(""1980"",""1980"",""1980"", ""1980"",""1981"",""1981""))",,gesis,pa,ZA1188,,,,,,
pew2002,,country,,,,2002,,,weight,pew,global,summer-2002-survey-data,,,,,,
pew2005_11,,country,,,,2005,,,weight,pew,global,may-2005-survey-data,Pew Global Attitudes 2005 11-COUNTRY DATASET,,,,,
pew2005_6,,country,,,,2005,,,weight,pew,global,may-2005-survey-data,Pew Global Attitudes 2005 6-COUNTRY DATASET,,,,,
pew2006,,country,,,,2006,,,weight,pew,global,spring-2006-survey-data,,,,,,
pew2007,,country,,,,2007,,,weight,pew,global,spring-2007-survey-data,,,,,,
pew2008,,country,,,,2008,,,weight,pew,global,spring-2008-survey-data,,,,,,
pew2009,,country,,,,2009,,,weight,pew,global,fall-2009-survey-data,,,,,,
pew2010,,country,,,,2010,,,weight,pew,global,spring-2010-survey-data,,,,,,
pew2011,,country,,,,2011,,,weight,pew,global,spring-2011-survey,,,,,,
pew2012,,country,,,,2012,,,weight,pew,global,spring-2012-survey-data,,,,,,
pew2013,,country,,,,2013,,,weight,pew,global,spring-2013-survey-data,,,,,,
pew2014,,country,,,,2014,,,,pew,global,2014-spring-global-attitudes,,,,,,
pew2014_india,,India,,,,2014,,,weight,pew,global,winter-2014-survey-data,,,,,,
pew2015,,country,,,,2015,,,weight,pew,global,spring-2015-survey-data,,,,,,
pew2016,,country,,,,2016,,,weight,pew,global,spring-2016-survey-data,,,,,,
pew2017,,country,,,,2017,,,weight,pew,global,spring-2017-survey-data,,,,,,
pew2017_mpwe,,country,,,,2017,,,weight,roper,pew,31116603,,,,,,"Pew Research Center. Pew Research Center: Fall 2017 Media and Politics in Western Europe, 2017 [Dataset]. Roper #31116603, Version 2. GfK/SSRS [producer]. Cornell University, Ithaca, NY: Roper Center for Public Opinion Research [distributor]. doi:10.25940/ROPER-31116603"
pew2017_fall,,country,,,,2017,,,weight,pew,global,fall-2017-survey-data,,,,,,
pew2017_us,,United States,,,,2017,,,weight,pew,global,october-2017-u-s-survey-data,,,,,,
pew2018,,country,,,,2018,,,weight,pew,global,spring-2018-survey-data,,,,,,
pew2019,,country,,,,2019,,,weight,pew,global,spring-2019-survey-data,,,,,,
pew2020,,country,,,,2020,,,weight,pew,global,summer-2020-survey-data,,,,,,
pew2021,,public,,,,2021,,,weight,pew,global,spring-2021-survey-data,,,,,,
pew2022,,country,,,,2022,,,weight,pew,global,Pew-Research-Center-Global-Attitudes-Spring-2022-Survey-Data,,,,,,
pewrel2006_10nat,,country,,,,2006,,,gpwgt,roper,pew,MCPEW2006-10NAT,,,,,,
pewrel2009_afr,,country,,,,2009,,,weight,pew,religion,tolerance-and-tension-islam-and-christianity-in-sub-saharan-africa,,,,,,
pewrel2014_latam,,country,,,,2014,,,weight,pew,religion,religion-in-latin-america,,,,,,
pewrel2014_us,,United States,,,,2014,,,weight,pew,religion,u-s-religious-landscape-survey,,,,,,
pewrel2015_ee,,country,,,,2015,,,final_weight,pew,religion,eastern-european-survey-dataset,,,,,,
pewrel2016_us,,United States,,,,2016,,,weight_w20,pew,religion,american-trends-panel-wave-20,,,,,,
pewrel2017_us,,United States,,,,2017,,,weight_w30,pew,religion,american-trends-panel-wave-30,,,,,,
pewrel2017_we,,country,,,,2017,,,weight,pew,religion,western-europe-survey-dataset,,,,,,
pewrel2020_in,,India,,,,2020,,,weight,pew,religion,India-Full-Public-Dataset-12.15.22,,,,,,
pewrel2022_sea,,country,,,,2022,,,weight,pew,religion,Pew-South-and-Southeast-Asia-Full-Public-Dataset,,,,,,
pgss,,Poland,,,,,pgssyear,,weight,misc,pgss,pgss,,,,,,"Institute for Social Studies, University of Warsaw, 2019, Polish General Social Survey, 1991-2010 [dataset]"
pipa200711,,country,,,,2008,,,weight,roper,pipa,MCUMARY2007-11,,,,,,
pipa2007,,country,,,,2007,,,,misc,pipa,pipa2007,,,,,,
pipa2009,,country,,,,2009,,,weight,misc,pipa,pipa2009,,,,,,
pipa200907,,country,,,,2009,,,weight,misc,pipa,pipa200907,,,,,,
poc_ca2002,,Canada,,,,2002,,,weight,misc,odesi,poc-pn-5769-E-2002,,,,,,
poc_ca2003,,Canada,,,,2003,,,weight2,misc,odesi,poc-pn-5769-E-2003,,,,,,
pocbos199801,,Poland,,,,1998,,,weight,roper,pocbos,POCBOS1998-9804,,,,"list(file = file_path, var_names = c(""p35"", ""weight""), var_positions = c(122, 235), var_widths = c(1, 9))",,
pofp2006au,,Australia,,,,2006,,,q114,icpsr,pofp,ICPSR_04650_au,04650-0004-Data,https://www.icpsr.umich.edu/web/ICPSR/studies/04650,,,,
pofp2006cn,,China,,,,2006,,,weight_f,icpsr,pofp,ICPSR_04650_cn,04650-0002-Data,https://www.icpsr.umich.edu/web/ICPSR/studies/04650,,,,
pofp2006in,,India,,,,2006,,,weight_f,icpsr,pofp,ICPSR_04650_in,04650-0003-Data,https://www.icpsr.umich.edu/web/ICPSR/studies/04650,,,,
pofp2006kr,,South Korea,,,,2006,,,wt,icpsr,pofp,ICPSR_04650_kr,04650-0005-Data,https://www.icpsr.umich.edu/web/ICPSR/studies/04650,,,,
pofp2006us,,United States,,,,2006,,,weight,icpsr,pofp,ICPSR_04650_us,04650-0001-Data,https://www.icpsr.umich.edu/web/ICPSR/studies/04650,,,,
politbarometer_2015,,Germany,,,,2015,,,v322,gesis,politbarometer,ZA6700,,,,,,
politbarometer_combo,,Germany,,,,,v6,,vx56,gesis,politbarometer,ZA5100,,,,,,"Forschungsgruppe Wahlen, Mannheim (2017): Politbarometer 1977-2016 (Gesamtkumulation). GESIS Datenarchiv, Köln. ZA5100 Datenfile Version '1.0.0' doi:10.42232/1.5100"
politbarometer_combo_imm,,Germany,,,,,v6,,vx56,gesis,politbarometer,ZA5100_imm,,,,,,
politbarometer_east1991,,Germany,,,,1991,,,wt <- t_data$v277 * .279,gesis,politbarometer,ZA2114,,,,,,
politbarometer_east1992,,Germany,,,,1992,,,wt <- t_data$v332 * .279,gesis,politbarometer,ZA2287,,,,,,
politbarometer_east1993,,Germany,,,,1993,,,wt <- t_data$v321 * .279,gesis,politbarometer,ZA2390,,,,,,
politbarometer_east1995,,Germany,,,,1995,,,wt <- t_data$v250 * .279,gesis,politbarometer,ZA2777,,,,,,
politbarometer_east2000,,Germany,,,,2000,,,v291,gesis,politbarometer,ZA3426,,,,,,
politbarometer_east2001,,Germany,,,,2001,,,v254,gesis,politbarometer,ZA3555,,,,,,
politbarometer_west_combo,,Germany,,,,,v4,,v78,gesis,politbarometer,ZA2391,,,,,,
politbarometer_west2000,,Germany,,,,2000,,,v285,gesis,politbarometer,ZA3425,,,,,,
politbarometer_west2001,,Germany,,,,2001,,,v253,gesis,politbarometer,ZA3554,,,,,,
polpan1998,,Poland,,,,1998,,,,gesis,polpan,ZA4672,,,,,,
polpan2003,,Poland,,,,2003,,,,gesis,polpan,ZA4673,,,,,,
polpan2008,,Poland,,,,2008,,,wgt2008,gesis,polpan,ZA4750,,,,,,
prri201003_imm,,United States,,,,2010,,,weight,roper,prri,USPRRI2010-IMM,National_Sample,,,,,
prri2011_avs,,United States,,,,2011,,,weight,roper,prri,USPRRI2011-AVS,,,,,,
prri2011_mra,,United States,,,,2011,,,weight,roper,prri,USPRRI2011-MRA,,,,,,
prri2011_mrgl,,United States,,,,2011,,,weight,roper,prri,USPRRI2011-MRGL,,,,,,
prri2011_pici,,United States,,,,2011,,,weight,roper,prri,USPRRI2011-PICI,,,,,,
prri201111,,United States,,,,2011,,,weight,roper,prri,USPRRI2011-11,,,,,,
prri2012_3rns,,United States,,,,2012,,,weight,roper,prri,USPRRI2012-03,,,,,,
prri2012_6rns,,United States,,,,2012,,,weight,roper,prri,USPRRI2012-06,,,,,,
prri2012_avs,,United States,,,,2012,,,weight,roper,prri,USPRRI2012-AVS,,,,,,
prri2012_rcc,,United States,,,,2012,,,weight,roper,prri,USPRRI2012-RCC,,,,,,
prri2013_3rap,,United States,,,,2013,,,weight,roper,prri,USPRRI2013-03,,,,,,
prri2013_5rap,,United States,,,,2013,,,weight,roper,prri,USPRRI2013-05,,,,,,
prri2013_rvi,,United States,,,,2013,,,weight,roper,prri,USPRRI2013-RVIR,,,,,,
prri2015_rap,,United States,,,,2015,,,weight,roper,prri,USPRRI2015-06,,,,,,
prri2020_avs,,United States,,,,2020,,,weight,roper,prri,31118163,,,,,,
prriatlantic2016_wwc,,United States,,,,2016,,,weight,roper,prri,31114325,,,,,,
psra199402,,United States,,,,1994,,,weight,roper,psra,USPSRA1994-NW0294,,,,"list(file = file_path, var_names = c(""q10c"", ""q10d"", ""weight""), var_cards = c(1, 1, 2), var_positions = c(41, 43, 1), var_widths = c(1, 1, 5), total_cards = 2)",,
psra199506,,United States,,,,1995,,,weight,roper,psra,USPSRA1995-NW0695C,,,,"list(file = file_path, var_names = c(""q10"", ""weight""), var_positions = c(54, 81), var_widths = c(1, 5))",,
psra199605,,United States,,,,1996,,,weight,roper,psra,USPSRA1996-NW96005C,,,,"list(file = file_path, var_names = c(""q7c"", ""q7d"", ""weight""), var_positions = c(13, 14, 35), var_widths = c(1, 1, 4))",,
psra199610,,United States,,,,1996,,,weight,roper,psra,USPSRA1996-NW96010C,,,,"list(file = file_path, var_names = c(""q18"", ""weight""), var_positions = c(34, 60), var_widths = c(1, 4))",,
psra199706,,United States,,,,1997,,,weight,roper,psra,USPSRA1997-NW97009,,,,"list(file = file_path, var_names = c(""q4c"", ""q4d"", ""weight""), var_positions = c(63, 64, 89), var_widths = c(1, 1, 4))",,
psra199808,,United States,,,,1998,,,weight,roper,psra,USPSRA1998-NW9813,,,,,,
psra200003,,United States,,,,2000,,,weight,roper,psra,USPSRA2000-NW10,,,,,,
psra2002,,United States,,,,2002,,,weight,roper,psra,USPSRA2002-NW03,,,,,,
psra2004,,United States,,,,2004,,,weight,roper,psra,USPSRA2004-NW04,,,,,,
psra2008,,United States,,,,2008,,,weight,roper,psra,USPSRA2008-NW11,,,,,,
pswss1995_q1,,Philippines,,,,1995,,,,icpsr,pswss,ICPSR_02367,/DS0004/02367-0004-Data.por,,,,,
pswss1995_q2,,Philippines,,,,1995,,,,icpsr,pswss,ICPSR_02405,/DS0004/02405-0004-Data.por,,,,,
pswss1995_q3,,Philippines,,,,1995,,,,icpsr,pswss,ICPSR_02694,/DS0004/02694-0004-Data.por,,,,,
pswss1995_q4,,Philippines,,,,1995,,,,icpsr,pswss,ICPSR_02695,/DS0004/02695-0004-Data.por,,,,,
pswss2003_q1,,Philippines,,,,2003,,,,icpsr,pswss,ICPSR_34941,/DS0004/34941-0004-Data.dta,,,,,
pswss2003_q3,,Philippines,,,,2003,,,,icpsr,pswss,ICPSR_34616,/DS0003/34616-0003-Data.dta,,,,,
pswss2003_q4,,Philippines,,,,2003,,,,icpsr,pswss,ICPSR_34310,/DS0003/34310-0003-Data.dta,,,,,
ptvs2008,,Portugal,,,,2008,,,ponderador,misc,ptvs,ptvs2008,,http://er.cies.iscte-iul.pt/sites/default/dfiles/ElectorsSurvey_PT_2008_db_0.sav,http://er.cies.iscte-iul.pt/sites/default/dfiles/ElectorsSurvey_PT_2008_quest_EN.pdf,,,"CIES-IUL. ``Portuguese Deputies in Comparative Perspective: Elections, Leadership and Political Representation"" (2007-2010) (FCT: PTDC/CPO/64469/2006)"
ptvs2012,,Portugal,,,,2012,,,pond,misc,ptvs,ptvs2012,,http://er.cies.iscte-iul.pt/sites/default/dfiles/ElectorsSurvey_PT_2012_db_0.sav,http://er.cies.iscte-iul.pt/sites/default/dfiles/ElectorsSurvey_PT_2012_quest_EN.pdf,,,"CIES-IUL. ``Elections, Leadership and Accountability: Political Representation in Portugal, in Longitudinal and Comparative Perspective"" (2012-2015) (FCT: PTDC/CPJ-CPO/119307/2010)"
ptvs2016,,wave,,"tibble(orig = c(1:2) %>% as.character(), dest = ""Portugal"")",,,,"tibble(orig = c(""1"", ""2""), year = c(""2016"", ""2018""))",pondsexregedu,misc,ptvs,ptvs2016,,http://er.cies.iscte-iul.pt/sites/default/dfiles/ElectorsSurvey_PT_2016-2018_W1-W2_db_0.sav,http://er.cies.iscte-iul.pt/sites/default/dfiles/ElectorsSurvey_PT_2008-2018_codebook_0.pdf,,,"CIES-IUL and IPRI-NOVA. ``Crisis, Political Representation and Democratic Renewal: The Portuguese Case in the Southern European Context"" (FCT: PTDC/IVC-CPO/3098/2014)"
rded1990,,nation,,,,1990,,,wpop,gesis,rd,ZA2322,,,,,,
rdet1969a,,var1,,"tibble(orig = sprintf(""%02d"", c(1:8, 11:18)), dest = c(""France"", ""Belgium"", ""Netherlands"", ""Luxembourg"", ""Italy"", ""Germany"", ""Switzerland"", ""Austria"", ""United Kingdom"", ""Ireland"", ""Denmark"", ""Finland"", ""Sweden"", ""Norway"", ""Spain"", ""Portugal""))",,1969,,,,ukds,rd,UKDA-987-stata8,d987a,,,,,
rdet1969b,,var1,,"tibble(orig = sprintf(""%02d"", c(1:8, 11:18)), dest = c(""France"", ""Belgium"", ""Netherlands"", ""Luxembourg"", ""Italy"", ""Germany"", ""Switzerland"", ""Austria"", ""United Kingdom"", ""Ireland"", ""Denmark"", ""Finland"", ""Sweden"", ""Norway"", ""Spain"", ""Portugal""))",,1969,,,,ukds,rd,UKDA-987-stata8,d987b,,,,,
ress2014,,Russia,,,,2014,,,dweight,misc,ess,ress2014,,http://www.europeansocialsurvey.org/docs/related_studies/CESSI_ESS7/ESS7RU_main_data.zip,http://www.europeansocialsurvey.org/docs/related_studies/CESSI_ESS7/ESS7RU_questionnaire.pdf,,,European Social Survey European Research Infrastructure (ESS ERIC). (2018). ESS7 - Russia [Data set]. Sikt - Norwegian Agency for Shared Services in Education and Research.
sasas2014,,South Africa,,,,2014,,,weightza,misc,ess,sasas2014,,http://www.europeansocialsurvey.org/docs/related_studies/SASAS_2014/SASAS14_e01.stata.zip,http://www.europeansocialsurvey.org/docs/related_studies/SASAS_2014/sasas2014_questionnaire_q2.pdf,,,
sasianb1,,v1,,,,2005,,,,misc,asianb,sasianb1,,,,,https://www.asianbarometer.org/datar?page=d10,"Hu Fu Center for East Asian Democratic Studies, South Asian Barometer Wave 1 Merge [Dataset], April 18, 2017"
sasianb2,,ccode,,,,2013,,,,misc,asianb,sasianb2,,,,,https://www.asianbarometer.org/datar?page=d10,"Hu Fu Center for East Asian Democratic Studies, South Asian Barometer Wave 2 Merge [Dataset], January 4, 2023"
seessp2004,,v003,,"tibble(orig = c(1:7)  %>% as.character(), dest = c(""Albania"", ""Bosnia and Hercegovina"", ""Montenegro"", ""Croatia"", ""Kosovo"", ""North Macedonia"", ""Serbia""))",,2004,,,v007,misc,nsd,seessp2004,,,http://www.nsd.no/data/individ/publikasjoner/NSD1930_SEESSP_Master_Merge_Codebook_Dist_1_29.09.06.pdf,,https://search.nsd.no/en/study/NSD1930/,
snes1988,,Sweden,,,,1988,,,,misc,snd,snes1988,,,,,https://snd.gu.se/en/catalogue/dataset/snd0227-1,"Holmberg, S., Gilljam, M., & Statistics Sweden. (1991). Swedish election study 1988 (1.0) [Data set]. University of Gothenburg. Available at: https://doi.org/10.5878/002512"
snes1991,,Sweden,,,,1991,,,,misc,snd,snes1991,,,,,https://snd.gu.se/en/catalogue/dataset/snd0391-1,"Holmberg, S., Gilljam, M., & Statistics Sweden. (1995). Swedish election study 1991 (1.0) [Data set]. University of Gothenburg. Available at: https://doi.org/10.5878/002513"
snes1994,,Sweden,,,,1994,,,,misc,snd,snes1994,,,,,https://snd.gu.se/en/catalogue/dataset/snd0570-1,"Holmberg, S., Gilljam, M., & Statistics Sweden. (1997). Swedish election study 1994 (1.0) [Data set]. University of Gothenburg. Available at: https://doi.org/10.5878/002514"
snes1998,,Sweden,,,,1998,,,,misc,snd,snes1998,,,,,https://snd.gu.se/en/catalogue/study/snd0861#dataset,"Holmberg, S. & Statistics Sweden. (2002). Swedish election study 1998 (1.0) [Data set]. University of Gothenburg. Available at: https://doi.org/10.5878/002515"
snes2002,,Sweden,,,,2002,,,,misc,snd,snes2002,,,,,,"Holmberg, S., Ekengren Oscarsson, H., & Statistics Sweden. (2006). Swedish election study 2002 (1.0) [Data set]. University of Gothenburg. Available at: https://doi.org/10.5878/002643"
snes2006,,Sweden,,,,2006,,,,misc,snd,snes2006,,,,,https://snd.gu.se/en/catalogue/study/snd0861#dataset,"Holmberg, S., Ekengren Oscarsson, H., & Statistics Sweden. (2012). Swedish election study 2006 (2.0) [Data set]. University of Gothenburg. Available at: https://doi.org/10.5878/002526"
snes2010,,Sweden,,,,2010,,,,misc,snd,snes2010,,,https://snd.gu.se/en/catalogue/download/documentation/snd0876?filename=Kodbok%20VU2010.pdf&principal=gu.se&uuid=,,https://snd.gu.se/en/catalogue/study/snd0876#dataset,"Holmberg, S., & Ekengren Oscarsson, H. (2017). Swedish National Election Study 2010 - Swedish election study 2010 (1.0) [Data set]. University of Gothenburg. Available at: https://doi.org/10.5878/002905"
snes2014,,Sweden,,,,2014,,,,misc,snd,snes2014,,,,,https://snd.gu.se/en/catalogue/study/snd1039#dataset,"Ekengren Oscarsson, H., Hedberg, P., Oleskog Tryggvason, P., & Berg, L. (2021). Swedish National Election Study 2014 (Version 1) [Data set]. University of Gothenburg. Available at: https://doi.org/10.5878/qhzg-x011"
snes2018,,Sweden,,,,2018,,,,misc,snd,snes2018,,,,,https://doi.org/10.5878/p9eq-2883,"Andersson, D., Hedberg, P., Svensson, R., & Oscarsson, H. (2021). The Swedish National Election Study 2018 - CSES Edition (Version 1) [Data set]. University of Gothenburg. Available at: https://doi.org/10.5878/p9eq-2883"
snrs1994,,Sweden,,,,1994,,,,misc,snd,snrs1994,,,,,,
snrs2003,,Sweden,,,,2003,,,,misc,snd,snrs2003,,,,,,
so_combo,,v5,,"tibble(orig = c(79:85) %>% as.character(), dest = ""Sweden"")",,,,"tibble(orig = c(""79"", ""80"", ""81"", ""82"", ""83"", ""85""), year = c(""1979"", ""1980"", ""1981"", ""1982"", ""1983"", ""1985""))",,misc,snd,so_combo,,,,,,
